Unnamed: 0,Unnamed: 0.1,date,position,track_id,track_name,artist,streams,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,is_collab,is_remixed,euclidean_dist,manhattan_dist,cosine_dist,cosine_dist_mod
54154,54154,2018-09-28,155,4jXiylt6Qg9gjAvlKIUZ95,Knots,Moira Dela Torre,24742,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,6YenpHgwZGewYCagSPFPnh,0.4038573780980671,2018-09-28,51,0.657,0.491,7,0.6951893551688842,1,0.0526,0.5760000000000001,0.0,0.124,0.5920000000000001,0.5640396632753188,0,0,0.02600000000000019,0.026000000000000023,0.009797235783459923,0.009797235783459923
154993,154993,2020-02-14,194,3bbqxv8GN3RhaPnrWxFbmP,All Out Of Love,Air Supply,29780,4xXCRXOfQKQ2gjWxNhNzYW,Air Supply,5s5iUa9XoCRVXNJiTawxjB,0.4130956702776101,1980-01-01,41,0.52,0.349,0,0.4713203684749232,1,0.0267,0.33299999999999996,2.69e-06,0.19399999999999998,0.379,0.3604103186489696,0,0,0.11099999999999986,0.11099999999999999,0.012314242548761012,0.012314242548761012
59722,59722,2018-10-26,123,5NXdUJ3Z2jhlp2u1cj6f7m,Balang Araw,I Belong to the Zoo,28151,7tKpXx21KVUOR6vvDs6xtg,I Belong to the Zoo,6HPFW4F5tgbVGfFatG5CUw,0.5025642979920855,2018-10-23,62,0.523,0.391,7,0.6127737973387921,1,0.0298,0.395,0.0,0.142,0.354,0.5637878944378454,0,0,0.10800000000000004,0.10799999999999998,0.012722963230771489,0.012722963230771489
30992,30992,2018-06-04,193,2uaiyLKnYvazyfR0Ky3Kbk,Let Me Down Slowly,Alec Benjamin,21407,5IH6FPUwQTxPSXurCrcIov,Alec Benjamin,0mRjvB3HLxs4Myma1f8vps,0.2638308626350594,2018-05-25,3,0.649,0.5479999999999999,1,0.7597952917093141,0,0.0318,0.733,0.0,0.136,0.506,0.6291896916800082,0,0,0.01799999999999975,0.018000000000000016,0.013094079354934118,0.013094079354934118
77588,77588,2019-01-23,189,2qxmye6gAegTMjLKEBoR3d,Let Me Down Slowly,Alec Benjamin,24718,5IH6FPUwQTxPSXurCrcIov,Alec Benjamin,6jKZplJpy21R5lHaYHHjmZ,0.2641778501615598,2018-11-16,84,0.652,0.557,1,0.7588945752302967,0,0.0318,0.74,0.0,0.124,0.483,0.6294285492950469,0,0,0.021000000000000588,0.02100000000000002,0.013226858567778277,0.013226858567778277
163336,163336,2020-03-27,137,0vQcyuMEfRBd21ojZ62N2L,Boys Will Be Boys,Dua Lipa,26810,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,7fJJK56U9fHixgO0HQkhtI,0.2579862288071853,2020-03-27,70,0.768,0.486,3,0.7490685772773796,1,0.0353,0.408,0.0,0.098,0.519,0.4677025770799979,0,0,0.13699999999999973,0.137,0.013335685584835444,0.013335685584835444
93805,93805,2019-04-15,6,58grXgbCj7t5ulr0TGLIr9,Kahit Ayaw Mo Na,This Band,185141,5HIZU0JzM0AgfItVOm4E08,This Band,2sGiNJNhNMJbn56l0BE0R0,0.4119223309538948,2018-11-02,66,0.662,0.529,2,0.6432343909928351,1,0.0351,0.341,0.00020800000000000001,0.105,0.424,0.484248308629861,0,0,0.030999999999998938,0.031000000000000028,0.013492885485268946,0.013492885485268946
54595,54595,2018-09-30,196,5V2AX2WTOHl2FKtftvisV6,Kahit Ayaw Mo Na,This Band,20232,5HIZU0JzM0AgfItVOm4E08,This Band,4sChUazv5CQPX1V3VqVsqV,0.4119223309538948,2018-02-02,5,0.662,0.529,2,0.6432343909928351,1,0.0351,0.341,0.00020800000000000001,0.105,0.424,0.484248308629861,0,0,0.030999999999998938,0.031000000000000028,0.013492885485268946,0.013492885485268946
184,184,2018-01-01,185,1A40ESJJPEEJrqjC9BUO2B,So Slow,Freestyle,15961,1ZfhyWZ9byvjFKEzBSa81I,Freestyle,4VSBpjPHkZWpjr5m07AzZP,0.4778920808621337,1998-09-26,0,0.727,0.32899999999999996,0,0.620675537359263,1,0.0347,0.52,0.0,0.0899,0.401,0.3462144295821928,0,0,0.09599999999999943,0.09599999999999997,0.013529796851072029,0.013529796851072029
8970,8970,2018-02-14,171,5jx8tCxiO0uIbo2uNia23K,The One That Got Away - Acoustic,Katy Perry,26754,6jJ0s89eD6GaHleKKya26X,Katy Perry,5BvgP623rtvlc0HDcpzquz,0.4440638055907112,2012-03-12,70,0.7140000000000001,0.434,4,0.52028659160696,1,0.0396,0.6970000000000001,0.0,0.0919,0.35200000000000004,0.4607369725765635,0,0,0.0830000000000002,0.08300000000000007,0.01359829365517884,0.01359829365517884
