track_id,track_name,artist_name,duration,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,key,mode,popularity,streams,position,P,S,combined,sum_val
09PGubKAMryhOWv1LHpCYz,"fuck, i'm lonely (with Anne-Marie)",Lauv,0.3235869283982213,0.48200000000000004,0.8059999999999999,0.5579999999999999,0.0,0.0618,0.7283520982599794,0.0683,0.27400196250581005,0.6779999999999999,9.0,1.0,80.0,27133.5,137.0,3,3,33,6.0
09oZ9eXQ2fo6YDrPzJqAoP,Outta My Head (with John Mayer),Khalid,0.2796478778603907,0.0174,0.7290000000000001,0.545,0.00027400000000000005,0.369,0.6727533265097236,0.0316,0.3256210297991013,0.514,0.0,1.0,70.0,53828.0,56.0,1,1,11,2.0
09ts3GnICqYEU5PkQCpJK3,Say Something (feat. Chris Stapleton),Justin Timberlake,0.4838831313919415,0.10300000000000001,0.7070000000000001,0.632,1.09e-05,0.0841,0.7049744114636641,0.0789,0.28706811960956463,0.3720000000000001,10.0,1.0,60.0,34816.0,94.0,2,2,22,4.0
0AG2l0IboWNSwjUkMr2Aq7,Be My Mistake,The 1975,0.439346379796902,0.835,0.5720000000000001,0.155,0.00013700000000000002,0.0906,0.4030706243602865,0.0344,0.37023575892165467,0.0949,6.0,1.0,23.0,23303.0,170.0,4,4,44,8.0
0ARK753YaiJbpLUk7z5yIM,Dilemma,Nelly,0.5044757379502063,0.22699999999999998,0.727,0.552,0.000164,0.198,0.6622722620266119,0.14,0.7463784021071116,0.607,2.0,0.0,78.0,17968.0,199.0,4,4,44,8.0
0AiUFrU3Bj0ZzYFSWoAM0O,Esmi,Because,0.3662884569484754,0.135,0.7829999999999999,0.37,0.0,0.0742,0.4247697031729785,0.11699999999999999,0.15101611320559827,0.40299999999999997,2.0,1.0,58.0,24216.5,190.5,4,4,44,8.0
0AkQbXGN4KG34TS7xLrM68,Kiss You,One Direction,0.29146952226035305,0.0186,0.63,0.934,0.0,0.324,0.8880655066530193,0.0589,0.2415689717502453,0.905,4.0,1.0,59.0,41948.0,90.0,2,1,21,3.0
0At2qAoaVjIwWNAqrscXli,Boo'd Up,Ella Mai,0.4380928121433601,0.0862,0.561,0.779,0.0,0.078,0.7837461617195496,0.0531,0.1897497805092186,0.235,10.0,0.0,72.0,25688.0,157.0,3,3,33,6.0
0AtP8EkGPn6SwxKDaUuXec,Remember The Name (feat. Eminem & 50 Cent),Ed Sheeran,0.3412110867528988,0.135,0.852,0.6659999999999999,0.0,0.7979999999999999,0.7093961105424769,0.184,0.2483731859732479,0.726,11.0,0.0,72.0,28762.5,141.0,3,3,33,6.0
0BEpSEV02FM1N5gcw2fsJC,"Kung Ayaw Mo Wag Mo - Recorded at Kodama Studios, Philippines",IV Of Spades,0.43001783074630395,0.449,0.621,0.5710000000000001,0.0401,0.096,0.6614124872057316,0.03,0.3383837731756442,0.4,3.0,1.0,50.0,37261.0,87.5,2,2,22,4.0
0BOEuUKoHdy8in20fG5smd,Messy,Kiiara,0.26411968462243546,0.21600000000000005,0.893,0.456,0.0,0.326,0.7545547594677583,0.16699999999999998,0.3580604761658834,0.6809999999999999,9.0,1.0,53.0,24734.0,154.0,3,4,34,7.0
0BaMZMMEG7GWrUYsoGw8Yg,Neneng B,Nik Makino,0.6425787792056192,0.24,0.848,0.447,0.0,0.0858,0.5604912998976457,0.078,0.4221130506636368,0.353,5.0,0.0,61.0,122873.0,24.0,1,1,11,2.0
0BkKdJSpKqzYLEneerSHq3,Mau,Shanti Dope,0.4600553174334156,0.154,0.825,0.76,0.000346,0.079,0.7764176049129988,0.0352,0.4680124464184268,0.537,4.0,0.0,54.0,59380.0,46.0,1,1,11,2.0
0BnTBAGmr9FtYwkZrwKhwS,Just Us (feat. SZA),DJ Khaled,0.3685248216423943,0.135,0.639,0.8590000000000001,0.0,0.129,0.8799181166837255,0.147,0.2618395909724733,0.5660000000000001,9.0,0.0,66.0,23967.0,169.0,4,4,44,8.0
